City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
81,whitehorse,60.7161,-135.0538,7.43,33,75,5.66,CA,1711758058
82,tsiombe,-25.3,45.4833,22.02,93,100,1.13,MG,1711758059
83,puerto colombia,10.9878,-74.9547,28.05,72,92,10.54,CO,1711758059
84,ribeira grande,38.5167,-28.7,15.99,85,99,8.49,PT,1711758059
85,alice springs,-23.7,133.8833,27.75,61,2,0.0,AU,1711758060
86,lihue,21.9789,-159.3672,26.58,71,75,7.2,US,1711757914
87,mount gambier,-37.8333,140.7667,21.19,40,1,2.16,AU,1711757801
88,guasdualito,7.2424,-70.7324,30.98,62,20,0.0,VE,1711758061
89,madera,37.1666,-119.8343,14.13,62,100,5.69,US,1711757765
90,lompoc,34.6391,-120.4579,12.23,84,100,8.75,US,1711758062
91,invercargill,-46.4,168.35,13.34,83,94,2.24,NZ,1711758063
92,remire-montjoly,4.9167,-52.2667,24.02,100,100,1.54,GF,1711758002
93,rayachoti,14.05,78.75,24.32,51,3,2.32,IN,1711758064
94,laojunmiao,39.8333,97.7333,6.77,29,7,2.37,CN,1711758064
95,musawa,12.1272,7.6698,28.93,12,56,2.04,NG,1711758065
96,beledweyne,4.7358,45.2036,25.91,75,9,5.44,SO,1711758065
97,papatowai,-46.5619,169.4708,13.57,68,85,2.92,NZ,1711758065
98,kingston,17.997,-76.7936,26.23,75,45,0.8,JM,1711757912
99,albany,42.6001,-73.9662,3.84,63,39,2.24,US,1711757903
100,maibong,25.3,93.1667,18.89,83,55,1.08,IN,1711758066
101,uturoa,-16.7333,-151.4333,28.9,75,81,8.51,PF,1711758067
102,hasaki,35.7333,140.8333,19.22,56,0,4.47,JP,1711758067
103,haiku-pauwela,20.9219,-156.3051,26.23,66,20,11.83,US,1711758068
104,escuintla,14.305,-90.785,30.38,52,9,2.06,GT,1711758068
105,hadithah,34.1397,42.3781,19.93,45,100,2.68,IQ,1711758068
106,rutland,43.6167,-73.0162,4.33,62,100,4.02,US,1711757522
107,glen innes,-29.7333,151.7333,22.41,50,21,1.57,AU,1711758069
108,kongoussi,13.3258,-1.5347,32.35,15,22,2.23,BF,1711758069
109,el calafate,-50.3408,-72.2768,4.44,64,32,4.77,AR,1711758070
110,tolanaro,-25.0319,46.9987,25.04,88,20,3.09,MG,1711758070
111,narvik,68.4384,17.4272,-3.33,78,83,4.1,NO,1711758070
112,aasiaat,68.7098,-52.8699,-18.32,94,47,2.52,GL,1711758071
113,tosontsengel,48.7567,98.2839,-7.17,94,95,0.84,MN,1711758071
114,santa ana,33.7456,-117.8678,18.31,55,40,6.69,US,1711758071
115,brokopondo,4.75,-55.1667,25.49,86,100,6.55,SR,1711758071
116,san felipe,10.3399,-68.7425,22.53,86,100,2.15,VE,1711758072
117,thinadhoo,0.5333,72.9333,28.55,75,99,3.32,MV,1711758072
118,san patricio,28.017,-97.5169,23.05,67,18,8.43,US,1711758073
119,minas de marcona,-15.2119,-75.1103,19.27,83,22,5.5,PE,1711757846
120,pishin,30.5803,66.9961,12.05,64,23,3.39,PK,1711758073
121,susuman,62.7833,148.1667,-8.9,90,100,3.13,RU,1711758074
122,port hedland,-20.3167,118.5667,32.03,27,0,9.26,AU,1711758074
123,nova sintra,14.8667,-24.7167,18.87,74,44,8.54,CV,1711758075
124,behompy,-23.2496,43.8557,21.42,86,80,0.84,MG,1711758075
125,sao joao da barra,-21.6403,-41.0511,26.05,92,100,4.48,BR,1711758075
126,anadyr,64.75,177.4833,-15.72,71,0,5.0,RU,1711758075
127,miles city,46.4083,-105.8406,2.54,75,100,2.57,US,1711758076
128,pionerskiy,54.9508,20.2275,11.91,74,100,8.92,RU,1711758076
129,labrador city,52.9463,-66.9114,1.95,95,100,4.12,CA,1711758077
130,nan,18.8333,100.6667,22.01,94,20,0.0,TH,1711758077
131,abu jibeha,11.4562,31.2285,27.44,10,80,3.42,SD,1711758077
132,geraldton,-28.7667,114.6,17.23,82,31,2.06,AU,1711758078
133,rio grande,-32.035,-52.0986,23.06,83,11,5.29,BR,1711758078
134,ust-nera,64.5667,143.2,-4.66,91,100,2.17,RU,1711758078
135,antofagasta,-23.65,-70.4,19.6,82,24,2.2,CL,1711758047
136,sao vicente,-23.9631,-46.3919,26.26,26,48,0.95,BR,1711758079
137,fale old settlement,-9.3852,-171.2468,29.49,75,93,3.95,TK,1711758079
138,bata,1.8639,9.7658,26.14,87,90,2.94,GQ,1711758079
139,mejit,10.2753,170.8646,27.21,80,99,8.25,MH,1711758080
140,kapa'a,22.0752,-159.319,26.99,71,75,7.2,US,1711758080
141,vilyuysk,63.7553,121.6247,-23.89,97,85,1.34,RU,1711758080
142,nadym,65.5333,72.5167,-15.52,95,79,2.78,RU,1711758081
143,dudinka,69.4058,86.1778,-11.29,94,100,7.15,RU,1711758081
144,xilin hot,43.9667,116.0333,-6.67,45,0,5.42,CN,1711758082
145,fort bragg,35.139,-79.006,18.32,34,0,3.6,US,1711758030
146,aktobe,50.2797,57.2072,-5.95,86,0,2.0,KZ,1711757893
147,udachny,66.4167,112.4,-20.61,91,90,3.78,RU,1711758083
148,bestobe,52.4994,73.0975,1.12,72,93,7.65,KZ,1711758084
149,coquimbo,-29.9533,-71.3436,17.53,88,12,1.77,CL,1711757856
150,georgetown,5.4112,100.3354,26.97,83,40,1.54,MY,1711758040
151,enewetak,11.3474,162.3373,27.14,78,100,8.75,MH,1711758085
152,tual,-5.6667,132.75,27.6,78,100,3.4,ID,1711758085
153,cabedelo,-6.9811,-34.8339,26.37,85,100,5.17,BR,1711758086
154,slaton,33.4373,-101.6435,27.34,12,99,8.82,US,1711758086
155,bilibino,68.0546,166.4372,-12.35,85,97,1.28,RU,1711758087
156,novodvinsk,64.4165,40.8122,-1.23,97,97,2.86,RU,1711758087
157,antigonish,45.6169,-61.9986,12.68,97,100,4.47,CA,1711757521
158,sokoni,-6.4333,39.55,28.5,73,75,3.06,TZ,1711758088
159,keflavik,64.0049,-22.5624,-0.05,69,0,7.72,IS,1711758088
160,prince rupert,54.3161,-130.3201,10.05,50,0,5.14,CA,1711758010
161,kamiiso,41.8167,140.65,9.21,61,40,8.75,JP,1711758089
162,margate,51.3813,1.3862,9.94,88,89,2.68,GB,1711758089
163,saint-francois,46.4154,3.9054,7.69,93,0,2.06,FR,1711758090
164,tazacorte,28.629,-17.9293,18.54,91,20,1.54,ES,1711758090
165,kiunga,-6.1219,141.2906,25.77,91,99,0.77,PG,1711758090
166,kodiak,57.79,-152.4072,6.73,70,100,1.54,US,1711758091
167,mendarda,21.3167,70.4333,23.11,66,0,3.3,IN,1711758091
168,wainwright,52.839,-110.8572,-2.55,37,93,4.53,CA,1711758092
169,waiuku,-37.25,174.75,19.49,62,0,4.49,NZ,1711758011
170,shakhtinsk,49.71,72.5872,0.26,98,87,6.18,KZ,1711758093
171,kittila,67.6647,24.8936,-2.92,68,75,2.57,FI,1711758093
172,kaiapoi,-43.3783,172.6401,16.71,65,100,5.66,NZ,1711758000
173,namie,37.4833,141.0,18.17,65,6,7.05,JP,1711758094
174,vorgashor,67.5833,63.95,-10.89,96,100,3.73,RU,1711758094
175,saint-pierre,-21.3393,55.4781,24.82,78,0,2.06,RE,1711758058
176,hermanus,-34.4187,19.2345,19.33,82,100,5.54,ZA,1711758095
177,crane,31.3974,-102.3501,28.41,10,98,6.08,US,1711758096
178,lensk,60.7253,114.9278,-17.84,99,100,0.75,RU,1711758096
179,kavieng,-2.5744,150.7967,27.42,83,100,5.21,PG,1711758096
180,palikir - national government center,6.9248,158.1611,30.47,74,100,6.69,FM,1711758097
181,cabo san lucas,22.8909,-109.9124,27.17,36,0,5.14,MX,1711757831
182,kitimat,54.0524,-128.6534,14.27,34,0,0.89,CA,1711758097
183,tangalle,6.024,80.7911,24.75,85,29,2.78,LK,1711758098
184,mahdia,35.5047,11.0622,18.97,63,6,11.12,TN,1711758098
185,qarazhal,48.0078,70.7903,0.26,98,98,6.94,KZ,1711758098
186,howard springs,-12.497,131.047,27.95,97,68,2.64,AU,1711758099
187,daru,-9.0763,143.2092,28.07,83,98,0.48,PG,1711758099
188,adrar,20.5022,-10.0711,20.95,23,23,4.41,MR,1711758100
189,krasnoarmeyskoye,52.7182,50.0322,-1.24,92,20,4.93,RU,1711758100
190,wynyard,-41.0,145.7167,19.07,55,55,2.49,AU,1711757996
191,ancud,-41.8697,-73.8203,10.69,81,50,3.04,CL,1711758101
192,stanley,54.868,-1.6985,5.95,93,40,0.51,GB,1711757823
193,aykhal,66.0,111.5,-20.97,98,91,4.58,RU,1711758101
194,pimentel,-6.8367,-79.9342,24.16,73,0,7.72,PE,1711758102
195,sitka,57.0531,-135.33,7.94,66,100,6.17,US,1711758004
196,harper,4.375,-7.7169,27.36,89,98,2.5,LR,1711758102
197,carutapera,-1.195,-46.02,25.02,95,96,2.41,BR,1711758103
198,skelleftea,64.7507,20.9528,-0.8,100,100,5.14,SE,1711758103
199,mendoza,-32.8908,-68.8272,26.74,57,0,2.06,AR,1711758086
200,ain defla,36.2641,1.9679,12.64,76,63,7.76,DZ,1711758104
201,bremen,53.0752,8.8078,11.01,88,0,2.57,DE,1711758006
202,punta arenas,-53.15,-70.9167,3.95,87,75,10.29,CL,1711757947
203,morada nova,-5.1067,-38.3725,25.26,93,100,2.05,BR,1711758105
204,al 'amarah,31.8406,47.1396,19.9,40,71,3.79,IQ,1711758106
205,tari,12.4086,4.4914,30.35,6,96,2.3,NG,1711758106
206,portland,45.5234,-122.6762,17.96,41,75,3.6,US,1711757708
207,inarajan village,13.2736,144.7484,30.55,83,78,6.84,GU,1711758107
208,along,28.1667,94.7667,16.62,84,21,0.62,IN,1711758108
209,palapye,-22.546,27.1251,21.43,60,21,6.61,BW,1711758109
210,baiti,13.745,-14.7482,30.34,20,100,5.23,SN,1711758109
211,jackson,42.4165,-122.8345,14.28,46,100,2.68,US,1711758064
212,smithers,54.7804,-127.1743,8.18,25,0,2.06,CA,1711758013
213,hamilton,39.1834,-84.5333,17.91,41,0,2.06,US,1711757836
214,tionk essil,12.7856,-16.5217,23.03,48,99,5.17,SN,1711758111
215,guerrero negro,27.9769,-114.0611,18.25,64,97,7.58,MX,1711758111
216,nemuro,43.3236,145.575,3.74,89,60,8.4,JP,1711758111
217,nagqu,31.5,92.0,-4.65,60,40,0.91,CN,1711757861
218,verkhnevilyuysk,63.4453,120.3167,-22.88,97,87,1.18,RU,1711758112
219,bor,56.3567,44.0669,6.11,99,100,3.03,RU,1711758113
220,tchintabaraden,15.8969,5.7985,29.41,9,10,3.63,NE,1711758113
221,qaqortoq,60.7167,-46.0333,-8.02,84,2,2.39,GL,1711758113
222,ambovombe,-25.1667,46.0833,22.42,84,97,1.24,MG,1711758113
223,huambo,-12.7761,15.7392,17.89,94,100,1.03,AO,1711758114
224,tazovsky,67.4667,78.7,-17.88,99,81,4.07,RU,1711758114
225,dubbo,-32.25,148.6167,23.07,60,0,3.6,AU,1711757884
226,port alfred,-33.5906,26.891,17.32,96,95,6.32,ZA,1711758115
227,egilsstadir,65.2653,-14.3948,-1.05,93,100,13.89,IS,1711758116
228,amursk,50.2261,136.8994,0.55,96,100,2.86,RU,1711758116
229,sinop,41.7711,34.8709,11.29,76,3,1.26,TR,1711758116
230,westport,41.1415,-73.3579,7.11,49,0,7.72,US,1711758044
231,quellon,-43.1167,-73.6167,8.85,89,31,2.2,CL,1711758117
232,utrik,11.2278,169.8474,26.9,77,100,7.55,MH,1711758117
233,port douglas,-16.4833,145.4667,26.58,81,97,8.8,AU,1711758091
234,ojinaga,29.5667,-104.4167,28.65,15,0,0.0,MX,1711758118
235,fort mcmurray,56.7268,-111.381,-4.23,63,100,4.12,CA,1711758117
236,sibut,5.718,19.0739,26.66,36,87,1.07,CF,1711758118
237,ascension,30.2169,-90.9001,20.61,43,0,3.09,US,1711758118
238,mount isa,-20.7333,139.5,26.87,83,100,4.12,AU,1711758119
239,omaruru,-21.4333,15.9333,21.56,58,73,1.67,NA,1711758119
240,waingapu,-9.6567,120.2641,27.15,78,94,1.32,ID,1711758119
241,huejutla de reyes,21.1333,-98.4167,27.73,50,1,5.88,MX,1711758120
242,as sulayyil,20.4607,45.5779,22.14,32,79,3.57,SA,1711758120
243,san luis de la loma,17.2706,-100.8939,28.39,50,62,3.92,MX,1711758120
244,bondoukou,8.0333,-2.8,23.85,87,100,2.41,CI,1711758120
245,lamu,-2.2717,40.902,28.02,80,16,3.84,KE,1711758121
246,gizo,-8.103,156.8419,29.41,73,78,0.29,SB,1711758121
247,knyaze-volkonskoye,48.4642,135.4567,2.19,85,76,2.68,RU,1711758121
248,miri,4.4148,114.0089,28.08,89,40,1.54,MY,1711758121
249,labytnangi,66.6572,66.4183,-12.9,96,100,1.99,RU,1711758122
250,kuanda,56.3161,116.0806,-16.93,86,81,1.34,RU,1711758122
251,shakiso,5.75,38.9167,15.9,97,100,2.36,ET,1711758123
252,vilyuchinsk,52.9306,158.4028,0.15,78,9,0.85,RU,1711758123
253,palu,-0.8917,119.8707,27.27,86,59,1.04,ID,1711758123
254,emerald,-23.5333,148.1667,27.97,47,25,6.45,AU,1711758124
255,angers,47.4667,-0.55,9.33,87,99,3.56,FR,1711758124
256,beyla,8.6833,-8.6333,25.4,69,59,1.69,GN,1711758124
257,east london,-33.0153,27.9116,21.0,69,99,4.4,ZA,1711758124
258,pollock pines,38.7613,-120.5866,4.28,92,75,3.6,US,1711758125
259,college,64.8569,-147.8028,6.0,38,75,3.09,US,1711758125
260,polyarnyy,69.1989,33.4478,-10.76,99,94,2.1,RU,1711758125
261,gembu,6.7,11.2667,24.1,35,88,1.46,NG,1711758125
262,isla mujeres,21.2311,-86.731,25.09,56,0,4.84,MX,1711758126
263,tralee,52.2704,-9.7026,3.94,91,83,2.58,IE,1711757917
264,contamana,-7.3333,-75.0167,24.73,73,99,0.96,PE,1711758126
265,menongue,-14.6585,17.691,17.56,93,96,0.91,AO,1711758127
266,loukhi,66.0764,33.0381,-8.05,94,30,2.74,RU,1711758127
267,palmer,42.1584,-72.3287,5.93,52,75,6.69,US,1711758127
268,pama,11.2497,0.7075,33.31,15,63,0.89,BF,1711758128
269,beira,-19.8436,34.8389,27.05,94,40,4.63,MZ,1711758128
270,borodulikha,50.7184,80.9295,5.16,91,79,6.29,KZ,1711758128
271,margaret river,-33.95,115.0667,18.36,80,66,1.89,AU,1711758002
272,al jawf,29.5,38.75,15.0,73,83,3.8,SA,1711758129
273,weno,7.4515,151.8468,29.97,74,75,4.63,FM,1711758130
274,katsuren-haebaru,26.3369,127.8719,22.83,78,20,3.09,JP,1711758130
275,tupaciguara,-18.5922,-48.705,21.4,87,90,1.73,BR,1711758131
276,qamdo,31.1667,97.2333,-2.47,83,100,1.09,CN,1711758131
277,tefe,-3.3542,-64.7114,28.06,94,0,1.03,BR,1711758056
278,kone,-21.0595,164.8658,27.67,49,0,3.74,NC,1711758132
279,yanykurgan,43.915,67.2481,4.0,71,64,5.3,KZ,1711758132
280,hadibu,12.65,54.0333,25.77,68,66,3.79,YE,1711758133
281,ponta delgada,37.7333,-25.6667,14.4,82,40,8.23,PT,1711758133
282,hengchun,22.0042,120.7439,25.31,72,100,1.42,TW,1711758134
283,beau vallon,-20.4189,57.6953,26.13,89,75,0.0,MU,1711758134
284,zambezi,-13.5432,23.1047,19.34,93,78,1.47,ZM,1711758135
285,panipat,29.3889,76.9681,22.16,53,60,2.78,IN,1711758135
286,zapala,-38.8992,-70.0544,14.93,22,48,2.62,AR,1711757967
287,saipan,15.1355,145.701,31.39,62,20,7.2,MP,1711758136
288,vicosa,-20.7539,-42.8819,21.42,95,100,1.1,BR,1711758111
289,luderitz,-26.6481,15.1594,16.13,86,4,2.09,NA,1711758137
290,cannonvale,-20.2833,148.7,27.66,59,98,8.22,AU,1711758137
291,kerikeri,-35.2268,173.9474,21.62,52,1,0.89,NZ,1711758080
292,dikwa,12.024,13.9165,30.81,25,21,2.32,NG,1711758138
293,barcelos,41.5388,-8.6151,11.03,93,100,3.4,PT,1711757912
294,wichita falls,33.9137,-98.4934,23.56,55,0,8.75,US,1711758139
295,ulverston,54.1959,-3.0963,8.71,92,42,5.56,GB,1711758139
296,i-n-salah,27.1935,2.4607,22.26,14,2,3.42,DZ,1711758140
297,ebon,4.582,168.6964,28.32,84,100,9.16,MH,1711758140
298,banting,2.8167,101.5,27.61,88,100,1.27,MY,1711758140
299,broome,42.2506,-75.833,3.83,68,100,4.63,US,1711758141
300,zhengzhou,34.7578,113.6486,17.27,30,100,6.82,CN,1711757976
301,itaituba,-4.2761,-55.9836,23.74,98,57,1.2,BR,1711757951
302,port lincoln,-34.7333,135.8667,20.9,56,0,2.6,AU,1711758141
303,manaure,11.7751,-72.4445,26.08,69,99,6.71,CO,1711758142
304,quimili,-27.6333,-62.4167,29.41,41,14,4.15,AR,1711758142
305,tobelo,1.7284,128.0095,27.87,81,76,1.56,ID,1711758028
306,buritis,-15.6178,-46.4233,24.09,83,100,0.8,BR,1711758143
307,coro,11.4045,-69.6734,25.15,71,79,4.51,VE,1711758143
308,pinckneyville,38.0803,-89.382,19.1,64,99,6.76,US,1711758058
309,tvarditsa,42.7,25.9,13.74,73,77,1.62,BG,1711758144
310,youkounkoun,12.5333,-13.1333,31.58,19,100,2.57,GN,1711758144
311,tynda,55.1667,124.7167,-13.44,78,100,5.43,RU,1711758145
312,sur,22.5667,59.5289,23.52,68,1,1.69,OM,1711758145
313,vadso,70.0744,29.7487,-4.91,80,16,5.14,NO,1711758145
314,havana,23.133,-82.383,23.24,68,20,5.66,CU,1711757916
315,barreirinha,-2.7933,-57.07,24.5,88,50,1.35,BR,1711758146
316,chazuta,-6.5742,-76.1367,26.47,90,90,0.6,PE,1711758146
317,constitucion,-35.3333,-72.4167,15.14,80,19,6.52,CL,1711757941
318,woolgoolga,-30.1106,153.2007,24.93,77,97,3.16,AU,1711758147
319,vieste,41.8825,16.175,14.9,77,50,5.61,IT,1711758147
320,safotu,-13.4513,-172.4018,28.82,76,99,2.01,WS,1711758147
321,al hada,21.3675,40.2869,13.66,75,66,1.89,SA,1711758147
322,pulandian,39.3953,121.9669,6.74,34,82,6.63,CN,1711758148
323,tondano,1.3038,124.9112,25.05,81,76,1.69,ID,1711758148
324,magadan,59.5667,150.8,-3.22,76,100,1.58,RU,1711757869
325,lamesa,32.7376,-101.951,24.18,11,100,7.55,US,1711758051
326,banda aceh,5.5577,95.3222,26.73,82,85,1.69,ID,1711758149
327,harstad,68.799,16.5293,-1.58,74,100,2.44,NO,1711758149
328,maralal,1.0968,36.698,16.05,87,59,1.87,KE,1711758149
329,kolonia town,6.964,158.206,31.06,74,100,6.69,FM,1711758149
330,cotonou,6.3654,2.4183,28.88,85,91,7.24,BJ,1711758150
331,katsuura,35.1333,140.3,18.6,58,0,9.08,JP,1711758150
332,vila velha,-20.3297,-40.2925,27.19,92,40,1.54,BR,1711757944
333,cova figueira,14.8905,-24.2934,19.08,76,28,7.25,CV,1711758151
334,kapuskasing,49.4169,-82.4331,-2.0,64,75,2.57,CA,1711758151
335,ghanzi,-21.5667,21.7833,22.28,56,98,2.95,BW,1711758151
336,malango,-2.9627,119.9001,23.04,88,74,0.18,ID,1711758152
337,lazaro cardenas,17.9583,-102.2,26.81,54,50,3.74,MX,1711758040
338,bandarbeyla,9.4942,50.8122,26.23,72,24,4.53,SO,1711758152
339,cidreira,-30.1811,-50.2056,19.94,89,67,4.41,BR,1711758152
340,ouadda,8.0777,22.4007,23.28,16,100,1.57,CF,1711758153
341,gadzhiyevo,69.2551,33.3362,-11.53,99,96,1.91,RU,1711758153
342,chernyshevskiy,63.0128,112.4714,-23.94,96,47,0.77,RU,1711758153
343,nampula,-15.1165,39.2666,22.97,88,75,4.12,MZ,1711758154
344,okha,53.5739,142.9478,0.03,98,100,10.49,RU,1711758154
345,chonchi,-42.6128,-73.8092,10.56,95,33,1.21,CL,1711757857
346,manokwari,-0.8667,134.0833,28.3,72,96,2.58,ID,1711758155
347,ystad,55.4297,13.8204,3.5,93,94,1.45,SE,1711758155
348,mayahi,13.9553,7.6712,28.22,8,27,3.88,NE,1711758156
349,kerouane,9.2667,-9.0167,26.65,65,76,1.54,GN,1711758156
350,bandiagara,14.3501,-3.6104,32.11,18,13,2.99,ML,1711758156
351,pokrovsk,48.282,37.1758,10.27,85,90,7.4,UA,1711758157
352,dul'durga,50.6761,113.5931,-9.72,41,0,4.03,RU,1711758157
353,whakatane,-37.9585,176.9854,17.65,67,40,4.02,NZ,1711758158
354,bubaque,11.2833,-15.8333,25.65,71,97,9.06,GW,1711758158
355,sinabang,2.4803,96.3801,26.17,85,100,1.56,ID,1711758159
356,santa terezinha,-29.9002,-50.0904,21.23,89,74,3.37,BR,1711758159
357,klyuchi,52.2667,79.1667,5.3,85,94,5.37,RU,1711758160
358,colares,38.7992,-9.4469,12.09,85,87,7.6,PT,1711758160
359,ugoofaaru,5.6667,73.0,28.92,75,15,3.96,MV,1711758161
360,yerofey pavlovich,53.9667,121.9667,-12.33,66,100,3.2,RU,1711758161
361,keuruu,62.2667,24.7,3.1,99,100,2.54,FI,1711758161
362,queenstown,-31.8976,26.8753,14.37,84,99,2.18,ZA,1711758162
363,grand-bassam,5.2118,-3.7388,28.98,90,100,1.66,CI,1711758162
364,nazyvayevsk,55.5698,71.3529,-0.25,98,100,1.43,RU,1711758096
